Structure from extended XYZ

3200 atoms
2 atom types

0.0000000000 139.3709716797 xlo xhi
0.0000000000 120.6987927455 ylo yhi
0.0000000000 20.7558555603 zlo zhi
-69.6855019119 0.0000000000 0.0000000000 xy xz yz

Masses

1 51.996000 # Cr
2 126.904000 # I

Atoms # spin

284 1      92.9201172611      18.7718253045       6.9186187207  -0.401   0.910   0.105   3.000
285 1      89.4358423745      24.8067645797       6.9186187207  -0.484   0.495   0.721   3.000
286 1      85.9515664427      30.8417056653       6.9186187207  -0.636  -0.535  -0.556   3.000
287 1      82.4672926015      36.8766431300       6.9186187207  -0.014   0.769   0.639   3.000
288 1      78.9830166696      42.9115842157       6.9186187207   0.352   0.746  -0.566   3.000
289 1      75.4987428284      48.9465216804       6.9186187207   0.301   0.111  -0.947   3.000
290 1      72.0144668966      54.9814627660       6.9186187207   0.079   0.403  -0.912   3.000
291 1      68.5301930553      61.0164002307       6.9186187207   0.240   0.819   0.522   3.000
292 1      65.0459171235      67.0513413164       6.9186187207  -0.044   0.870  -0.490   3.000
293 1      61.5616411917      73.0862824021       6.9186187207  -0.800   0.137   0.584   3.000
294 1      58.0773652598      79.1212234877       6.9186187207  -0.064  -0.690  -0.721   3.000
